datetime,inflow,total release,evaporation,bank storage,storage,unregulated inflow,pool elevation,power release,area,bypass release
1963-04-23,6080.085,1010.0,0.0,,,,,,,
1963-04-24,5680.455,1020.0,0.0,,,,,,,
1963-04-25,5385.49,1020.0,0.0,,,,,,,
1963-04-26,4919.255,1030.0,0.0,,,,,,,
1963-04-27,4624.29,1020.0,0.0,,,,,,,
1963-04-28,4338.84,1020.0,0.0,,,,,,,
1963-04-29,4451.117,1030.0,0.0,,,,,,,
1963-04-30,4967.7815,1020.0,0.0,,,,,,,
1963-05-01,6001.3966,1020.0,0.0,,,,,,,
1963-05-02,5709.2672,1030.0,0.0,,,,,,,
1963-05-03,5075.9934,1020.0,0.0,,,,,,,
1963-05-04,4779.9428,1010.0,0.0,,,,,,,
1963-05-05,4798.5685,1010.0,0.0,,,,,,,
1963-05-06,5029.9193,1010.0,0.0,,,,,,,
1963-05-07,5937.6771,1010.0,0.0,,,,,,,
1963-05-08,7390.4817,1010.0,0.0,,,,,,,
1963-05-09,10253.938,1010.0,0.0,,,,,,,
1963-05-10,13175.232,1000.0,0.0,,,,,,,
1963-05-11,14949.575,1000.0,0.0,,,,,,,
1963-05-12,17037.614,1000.0,0.0,,,,,,,
1963-05-13,18331.61,1010.0,0.0,,,,,,,
1963-05-14,19027.623,1020.0,0.0,,,,,,,
1963-05-15,19655.015,1030.0,0.0,,,,,,,
1963-05-16,19978.514,1000.0,0.0,,,,,,,
1963-05-17,20498.073,1000.0,0.0,,,,,,,
1963-05-18,19743.242,1020.0,0.0,,,,,,,
1963-05-19,19243.289,1030.0,0.0,,,,,,,
1963-05-20,19851.075,1040.0,0.0,,,,,,,
1963-05-21,20341.225,1010.0,0.0,,,,,,,
1963-05-22,20860.784,1010.0,0.0,,,,,,,
1963-05-23,21096.056,1020.0,0.0,,,,,,,
1963-05-24,21439.161,1010.0,0.0,,,,,,,
1963-05-25,20586.3,1000.0,0.0,,,,,,,
1963-05-26,20105.953,1010.0,0.0,,,,,,,
1963-05-27,19753.045,1000.0,0.0,,,,,,,
1963-05-28,18959.002,1000.0,0.0,,,,,,,
1963-05-29,17831.657,1010.0,0.0,,,,,,,
1963-05-30,17331.704,980.0,0.0,,,,,,,
1963-05-31,17096.432,990.0,0.0,,,,,,,
1963-06-01,18783.905,1000.0,0.0,,,,,,,
1963-06-02,18446.785,1010.0,0.0,,,,,,,
1963-06-03,18099.13,1550.0,0.0,,,,,,,
1963-06-04,16887.605,2470.0,0.0,,,,,,,
1963-06-05,16455.67,2500.0,0.0,,,,,,,
1963-06-06,17098.305,2470.0,0.0,,,,,,,
1963-06-07,16221.793,2450.0,0.0,,,,,,,
1963-06-08,15473.808,2450.0,0.0,,,,,,,
1963-06-09,15075.585,2440.0,0.0,,,,,,,
1963-06-10,14693.1645,2450.0,0.0,,,,,,,
1963-06-11,15060.836,2470.0,0.0,,,,,,,
1963-06-12,15030.2845,2480.0,0.0,,,,,,,
1963-06-13,14363.419,2540.0,0.0,,,,,,,
1963-06-14,12652.535,2550.0,0.0,,,,,,,
1963-06-15,11693.85,2550.0,0.0,,,,,,,
1963-06-16,10840.515,2550.0,0.0,,,,,,,
1963-06-17,11511.5945,2520.0,0.0,,,,,,,
1963-06-18,11990.937,2500.0,0.0,,,,,,,
1963-06-19,12222.707,2500.0,0.0,,,,,,,
1963-06-20,12778.955,2500.0,0.0,,,,,,,
1963-06-21,12403.909,2500.0,0.0,,,,,,,
1963-06-22,12400.7485,2480.0,0.0,,,,,,,
1963-06-23,12229.028,2500.0,0.0,,,,,,,
1963-06-24,11881.373,2500.0,0.0,,,,,,,
1963-06-25,11079.6595,2480.0,0.0,,,,,,,
1963-06-26,10143.098,2480.0,0.0,,,,,,,
1963-06-27,9144.38,2480.0,0.0,,,,,,,
1963-06-28,8199.3905,2480.0,0.0,0.0,0.0,,,,,
1963-06-29,7481.33333,2480.0,0.0,4520.0,5400.0,14330.1528,,,,
1963-06-30,4911.175,2470.0,0.0,7362.0,7400.0,11869.9041,,,,
1963-07-01,4844.79167,2450.0,0.0,10112.0,9400.0,11725.9008,,,,
1963-07-02,5064.44166,2470.0,0.0,11258.0,13400.0,10404.2903,,,,
1963-07-03,4846.55833,2480.0,0.0,11952.0,17400.0,9875.53158,,,,
1963-07-04,3523.70833,2470.0,0.0,14042.0,17400.0,7987.69025,,,,
1963-07-05,4086.8625,2470.0,0.0,14249.0,20400.0,7745.30199,,,,
1963-07-06,3161.71666,2470.0,0.0,15621.0,20400.0,5587.00658,,,,
1963-07-07,3036.68333,2470.0,0.0,16745.0,20400.0,5293.19803,,,,
1963-07-08,2980.13333,2480.0,0.0,17737.0,20400.0,5786.40219,,,,
1963-07-09,3015.7625,2500.0,0.0,18760.0,20400.0,5648.89606,,,,
1963-07-10,2675.74583,1920.0,0.0,20259.0,20400.0,5235.83815,,,,
1963-07-11,2129.08334,1030.0,0.0,22439.0,20400.0,4790.67019,,,,
1963-07-12,2324.3625,1010.0,0.0,25046.0,20400.0,4734.39019,,,,
1963-07-13,3053.05,990.0,0.0,27138.0,22400.0,5616.19184,,,,
1963-07-14,3298.075,990.0,0.0,29716.0,24400.0,5474.09515,,,,
1963-07-15,3368.15416,990.0,0.0,32434.0,26400.0,5536.60844,,,,
1963-07-16,3116.07083,990.0,0.0,34650.0,28400.0,6262.02561,,,,
1963-07-17,3804.175,1000.0,0.0,36213.0,32400.0,7199.92355,,,,
1963-07-18,3094.8125,1000.0,0.0,38367.0,34400.0,5328.90615,,,,
1963-07-19,3322.69583,1000.0,0.0,38974.0,38400.0,6105.2827,,,,
1963-07-20,3362.525,1000.0,0.0,38661.0,43400.0,5527.27957,,,,
1963-07-21,2362.7625,1000.0,0.0,39364.0,45400.0,5242.9165,,,,
1963-07-22,2279.07083,1000.0,0.0,39901.0,47400.0,4362.18003,,,,
1963-07-23,2244.70417,1010.0,0.0,40350.0,49400.0,4572.00568,,,,
1963-07-24,2756.9375,1010.0,0.0,39815.0,53400.0,3623.39542,,,,
1963-07-25,2262.85417,1010.0,0.0,40300.0,55400.0,3511.19105,,,,
1963-07-26,2161.09583,1000.0,0.0,42603.0,55400.0,2967.16132,,,,
1963-07-27,827.07083,1000.0,0.0,46260.0,51400.0,1838.85015,,,,
1963-07-28,1845.99166,1000.0,0.0,47938.0,51400.0,2777.95625,,,,
1963-07-29,1270.23333,1000.0,0.0,50474.0,49400.0,1638.02957,,,,
1963-07-30,1722.55416,990.0,0.0,51928.0,49400.0,2100.34233,,,,
1963-07-31,1671.12916,990.0,0.0,53279.0,49400.0,2883.23291,,,,
1963-08-01,1524.8375,1000.0,0.0,54320.0,49400.0,2729.64913,,,,
1963-08-02,1407.36666,1000.0,0.0,55128.0,49400.0,1536.9772,,,,
1963-08-03,1394.67917,1010.0,0.0,55891.0,49400.0,1555.44974,,,,
1963-08-04,1903.8875,1010.0,0.0,55663.0,51400.0,1937.93488,,,,
1963-08-05,1913.04583,1000.0,0.0,57475.0,51400.0,2121.93166,,,,
1963-08-06,4779.23333,1000.0,0.0,53971.0,62400.0,5057.13012,,,,
1963-08-07,3973.07083,1000.0,0.0,53868.0,68400.0,4083.80472,,,,
1963-08-08,5175.50833,1000.0,0.0,54150.0,76400.0,5822.28635,,,,
1963-08-09,4446.9875,1000.0,0.0,55987.0,81400.0,4896.98597,,,,
1963-08-10,4674.87083,1000.0,0.0,57276.0,87400.0,5098.00384,,,,
1963-08-11,5115.5125,1000.0,0.0,59439.0,93400.0,5840.77048,,,,
1963-08-12,5550.60833,1000.0,0.0,59465.0,102400.0,6130.65469,,,,
1963-08-13,5274.74584,1010.0,0.0,60924.0,109400.0,5930.53358,,,,
1963-08-14,5150.72084,1010.0,0.0,61138.0,117400.0,5449.83903,,,,
1963-08-15,4837.63334,1010.0,0.0,61730.0,124400.0,5016.39999,,,,
1963-08-16,3985.50834,1020.0,0.0,63611.0,128400.0,5600.885,,,,
1963-08-17,3816.10834,1020.0,0.0,65158.0,132400.0,5723.98096,,,,
1963-08-18,3802.91667,1030.0,0.0,65658.0,137400.0,6473.42828,,,,
1963-08-19,4412.11667,1010.0,0.0,64405.0,145400.0,6053.56887,,,,
1963-08-20,3992.9,980.0,0.0,63381.0,152400.0,5461.84929,,,,
1963-08-21,3851.22917,980.0,0.0,65076.0,156400.0,5025.92725,,,,
1963-08-22,3774.00833,990.0,0.0,65598.0,161400.0,4397.57442,,,,
1963-08-23,3444.28333,990.0,0.0,66466.0,165400.0,4150.61761,,,,
1963-08-24,4312.45833,990.0,0.0,66056.0,172400.0,5223.36156,,,,
1963-08-25,4542.35833,990.0,0.0,69103.0,176400.0,5983.11083,,,,
1963-08-26,5117.6125,990.0,0.0,72290.0,181400.0,5325.82375,,,,
1963-08-27,5851.09166,1000.0,0.0,70911.0,192400.0,7004.20205,,,,
1963-08-28,5468.42916,1000.0,0.0,70775.0,201400.0,5614.17047,,,,
1963-08-29,7129.65833,1000.0,0.0,71932.0,212400.0,7408.41239,,,,
1963-08-30,6947.82917,1100.0,0.0,72532.0,223400.0,7909.73781,,,,
1963-08-31,10444.8917,1020.0,0.0,68226.0,246400.0,11445.8226,,,,
1963-09-01,12982.5292,1000.0,0.0,59993.0,278400.0,14274.5562,,,,
1963-09-02,11503.3042,1000.0,0.0,59827.0,299400.0,12557.1698,,,,
1963-09-03,11990.3292,1000.0,0.0,60625.0,320400.0,13529.2876,,,,
1963-09-04,10040.7167,1000.0,0.0,59557.0,339400.0,10511.2219,,,,
1963-09-05,6405.17083,1000.0,0.0,61278.0,348400.0,7431.18413,,,,
1963-09-06,7418.125,990.0,0.0,62028.0,360400.0,7966.29822,,,,
1963-09-07,8020.1,990.0,0.0,61971.0,374400.0,8989.54079,,,,
1963-09-08,6893.70833,1000.0,0.0,61661.0,386400.0,7903.18191,,,,
1963-09-09,5814.2875,1000.0,0.0,64210.0,393400.0,6909.85426,,,,
1963-09-10,6354.16667,1010.0,0.0,67810.0,400400.0,7619.51362,,,,
1963-09-11,7497.61667,1010.0,0.0,68678.0,412400.0,8506.66442,,,,
1963-09-12,6422.14584,1020.0,0.0,71393.0,420400.0,7584.73521,,,,
1963-09-13,6255.18334,1030.0,0.0,72757.0,429400.0,7726.12004,,,,
1963-09-14,4767.89167,1030.0,0.0,75170.0,434400.0,5913.63405,,,,
1963-09-15,5857.9,1030.0,0.0,74747.0,444400.0,7030.22036,,,,
1963-09-16,4388.42084,1010.0,0.0,76448.0,449400.0,5722.74389,,,,
1963-09-17,4951.575,1010.0,0.0,77266.0,456400.0,6344.07749,,,,
1963-09-18,4465.55834,1010.0,0.0,79120.0,461400.0,5295.13045,,,,
1963-09-19,5144.67084,1010.0,0.0,79321.0,469400.0,6060.32552,,,,
1963-09-20,4712.09584,1010.0,0.0,79664.0,476400.0,5418.72745,,,,
1963-09-21,5379.10834,1010.0,0.0,78331.0,486400.0,6049.88379,,,,
1963-09-22,4976.78334,1010.0,0.0,81199.0,491400.0,5540.73762,,,,
1963-09-23,6492.8125,1010.0,0.0,85074.0,498400.0,7241.97401,,,,
1963-09-24,5954.95,1000.0,0.0,84902.0,508400.0,6619.62996,,,,
1963-09-25,4313.8875,1000.0,0.0,86474.0,513400.0,5113.49377,,,,
1963-09-26,4231.20416,1000.0,0.0,87884.0,518400.0,5450.46364,,,,
1963-09-27,4546.8125,1000.0,0.0,89919.0,523400.0,6753.01931,,,,
1963-09-28,4200.45,1000.0,0.0,91267.0,528400.0,6445.91663,,,,
1963-09-29,4000.29583,1000.0,0.0,92218.0,533400.0,6115.16714,,,,
1963-09-30,3393.27916,1000.0,0.0,93964.0,536400.0,6255.13056,,,,
1963-10-01,3783.50416,1000.0,0.0,94485.0,541400.0,5303.67793,,,,
1963-10-02,3155.81666,1000.0,0.0,95762.0,544400.0,5019.82978,,,,
1963-10-03,2802.39583,1000.0,0.0,97336.0,546400.0,4643.3957,,,,
1963-10-04,3007.59166,1000.0,0.0,98318.0,549400.0,4563.84854,,,,
1963-10-05,2717.69583,1000.0,0.0,99725.0,551400.0,4253.13946,,,,
1963-10-06,2961.20833,1000.0,0.0,100616.0,554400.0,4244.82776,,,,
1963-10-07,2610.30833,1000.0,0.0,101810.0,556400.0,3547.46484,,,,
1963-10-08,3312.10833,1000.0,0.0,101396.0,561400.0,4281.70583,,,,
1963-10-09,1935.73333,1000.0,0.0,103252.0,561400.0,2684.7429,,,,
1963-10-10,1935.22916,1000.0,0.0,105107.0,561400.0,2541.65315,,,,
1963-10-11,2697.025,1000.0,0.0,105473.0,564400.0,3203.48316,,,,
1963-10-12,1914.55833,1000.0,0.0,107287.0,564400.0,2498.93171,,,,
1963-10-13,2426.2875,1000.0,0.0,108116.0,566400.0,3013.7995,,,,
1963-10-14,1892.375,1000.0,0.0,109887.0,566400.0,2505.49336,,,,
1963-10-15,1941.78333,1000.0,0.0,111754.0,566400.0,2628.56419,,,,
1963-10-16,2744.41666,1000.0,0.0,112215.0,569400.0,3169.94038,,,,
1963-10-17,1940.27083,1000.0,0.0,114079.0,569400.0,2030.85468,,,,
1963-10-18,2506.45,1000.0,0.0,115067.0,571400.0,2736.33491,,,,
1963-10-19,2798.3625,1000.0,0.0,115634.0,574400.0,3014.68322,,,,
1963-10-20,3019.1875,1000.0,0.0,116639.0,577400.0,3312.06914,,,,
1963-10-21,4325.48333,1000.0,0.0,116236.0,584400.0,4716.8162,,,,
1963-10-22,4707.1375,1000.0,0.0,118589.0,589400.0,5023.52591,,,,
1963-10-23,5248.10833,1000.0,0.0,119015.0,597400.0,5589.47712,,,,
1963-10-24,5459.85833,1000.0,0.0,119861.0,605400.0,5693.3705,,,,
1963-10-25,5118.5375,1000.0,0.0,120030.0,613400.0,6353.6972,,,,
1963-10-26,4240.27916,1000.0,0.0,121457.0,618400.0,5547.68505,,,,
1963-10-27,3352.94583,1000.0,0.0,124124.0,620400.0,4196.89683,,,,
1963-10-28,4402.62083,1000.0,0.0,124873.0,626400.0,5250.22294,,,,
1963-10-29,4050.20833,1000.0,0.0,125923.0,631400.0,4730.55493,,,,
1963-10-30,4777.21666,1000.0,0.0,125415.0,639400.0,5489.79569,,,,
1963-10-31,4200.95416,1000.0,0.0,126764.0,644400.0,4679.17228,,,,
1963-11-01,4185.82916,1000.0,0.0,128083.0,649400.0,4800.72651,,,,
1963-11-02,4192.8875,1000.0,0.0,129416.0,654400.0,4664.3349,,,,
1963-11-03,4628.99166,1000.0,0.0,130614.0,660400.0,5173.36534,,,,
1963-11-04,4442.95416,1000.0,0.0,132443.0,665400.0,4930.30714,,,,
1963-11-05,4418.75416,1000.0,0.0,134224.0,670400.0,4814.59372,,,,
1963-11-06,4408.16666,1000.0,0.0,135984.0,675400.0,4899.51487,,,,
1963-11-07,3932.23333,1000.0,0.0,138800.0,678400.0,4102.87877,,,,
1963-11-08,4525.6375,1000.0,0.0,140793.0,683400.0,5184.39848,,,,
1963-11-09,5255.67083,1000.0,0.0,141234.0,691400.0,5795.3598,,,,
1963-11-10,4826.625,1000.0,0.0,142825.0,697400.0,5437.66361,,,,
1963-11-11,5456.32916,1000.0,0.0,143664.0,705400.0,6090.56457,,,,
1963-11-12,4548.325,1000.0,0.0,145702.0,710400.0,4878.62351,,,,
1963-11-13,4547.82083,1000.0,0.0,147739.0,715400.0,5095.65169,,,,
1963-11-14,4675.87916,1000.0,0.0,149030.0,721400.0,5462.19494,,,,
1963-11-15,5112.4875,1000.0,0.0,149187.0,729400.0,4711.90467,,,,
1963-11-16,4377.83334,1010.0,0.0,150866.0,734400.0,4751.1596,,,,
1963-11-17,6077.4625,1000.0,0.0,149938.0,745400.0,6610.49414,,,,
1963-11-18,6209.05,1000.0,0.0,149270.0,756400.0,6868.80821,,,,
1963-11-19,4649.15833,1000.0,0.0,151508.0,761400.0,5275.95273,,,,
1963-11-20,4658.23333,1000.0,0.0,153763.0,766400.0,5412.74705,,,,
1963-11-21,4778.225,1000.0,0.0,155257.0,772400.0,5348.27209,,,,
1963-11-22,5192.65,1000.0,0.0,155573.0,780400.0,5534.11861,,,,
1963-11-23,4352.70833,1000.0,0.0,157224.0,785400.0,4756.03782,,,,
1963-11-24,5480.52916,1000.0,0.0,157110.0,794400.0,5981.94816,,,,
1963-11-25,4564.9625,1000.0,0.0,159181.0,799400.0,4829.87333,,,,
1963-11-26,4880.57083,1000.0,0.0,160878.0,805400.0,4804.32187,,,,
1963-11-27,4496.9,1000.0,0.0,162814.0,810400.0,4662.27718,,,,
1963-11-28,5296.50833,1000.0,0.0,163336.0,818400.0,5493.68188,,,,
1963-11-29,4852.84166,1000.0,0.0,164978.0,824400.0,4957.13238,,,,
1963-11-30,4524.125,1000.0,0.0,166969.0,829400.0,4793.94935,,,,
1963-12-01,4667.30833,1000.0,0.0,168242.0,835400.0,4936.83869,,,,
1963-12-02,4399.5125,1010.0,0.0,169965.0,840400.0,4571.21968,,,,
1963-12-03,4614.20417,1020.0,0.0,171094.0,846400.0,4667.87874,,,,
1963-12-04,4244.0625,1030.0,0.0,172469.0,851400.0,4263.55361,,,,
1963-12-05,4491.10417,1030.0,0.0,173334.0,857400.0,4562.42893,,,,
1963-12-06,3663.76667,1030.0,0.0,175559.0,860400.0,3653.96896,,,,
1963-12-07,4028.78334,1030.0,0.0,176507.0,865400.0,4215.68756,,,,
1963-12-08,4206.75417,1030.0,0.0,176808.0,871400.0,4559.23926,,,,
1963-12-09,3781.74167,1030.0,0.0,177267.0,876400.0,3633.82507,,,,
1963-12-10,3984.92084,1030.0,0.0,177128.0,882400.0,3755.13993,,,,
1963-12-11,3252.36667,1030.0,0.0,178536.0,885400.0,2977.39248,,,,
1963-12-12,3044.14584,1030.0,0.0,180531.0,887400.0,2500.27679,,,,
1963-12-13,3319.42084,1030.0,0.0,182072.0,890400.0,2891.05984,,,,
1963-12-14,3350.175,1030.0,0.0,183674.0,893400.0,2991.90687,,,,
1963-12-15,3265.97917,1030.0,0.0,185109.0,896400.0,2819.06191,,,,
1963-12-16,3129.35,1030.0,0.0,186273.0,899400.0,2792.43236,,,,
1963-12-17,2346.88334,1030.0,0.0,188885.0,899400.0,1540.52172,,,,
1963-12-18,2979.19167,1020.0,0.0,190770.0,901400.0,2217.01521,,,,
1963-12-19,3355.3,1020.0,0.0,192402.0,904400.0,2319.78787,,,,
1963-12-20,4385.3125,1020.0,0.0,193077.0,910400.0,3279.08187,,,,
1963-12-21,3791.90834,1020.0,0.0,195575.0,913400.0,2856.82057,,,,
1963-12-22,4455.39167,1020.0,0.0,197389.0,918400.0,3611.3096,,,,
1963-12-23,4810.74584,1030.0,0.0,198888.0,924400.0,3894.74334,,,,
1963-12-24,4251.12084,1030.0,0.0,202278.0,927400.0,3789.49736,,,,
1963-12-25,4663.025,1030.0,0.0,204484.0,932400.0,4402.19344,,,,
1963-12-26,4753.27084,1030.0,0.0,205868.0,938400.0,4200.23047,,,,
1963-12-27,5169.7125,1030.0,0.0,206079.0,946400.0,4909.35988,,,,
1963-12-28,4738.93298,980.0,132.734831,206603.0,953200.0,4551.96237,3409.0,0.0,27854.35,
1963-12-29,4415.9313,980.0,133.07036,207684.0,958800.0,4136.67845,3409.19995,0.0,27894.17,
1963-12-30,4586.5088,980.0,133.405888,209204.0,964300.0,4156.63485,3409.3999,0.0,27933.99,
1963-12-31,4545.84068,980.0,133.741841,210543.0,969900.0,4093.57249,3409.6001,0.0,27973.86,
1964-01-01,4532.17057,980.0,23.6275773,211965.0,975500.0,4118.16892,3409.80005,0.0,28013.68,
1964-01-02,4415.75701,980.0,23.7246468,213156.0,981100.0,3711.42809,3410.0,0.0,28053.5,
1964-01-03,4501.51428,980.0,23.8217164,214517.0,986700.0,4150.5798,3410.19995,0.0,28093.32,
1964-01-04,4540.38405,980.0,23.9187859,215855.0,992400.0,4130.19111,3410.3999,0.0,28133.14,
1964-01-05,4453.21222,980.0,24.0159793,217120.0,998000.0,3991.72721,3410.6001,0.0,28173.01,
1964-01-06,4551.06949,980.0,24.1130488,218580.0,1003600.0,3736.67197,3410.80005,0.0,28212.83,
1964-01-07,4413.48093,980.0,24.2101184,219666.0,1009300.0,3608.72727,3411.0,0.0,28252.65,
1964-01-08,4382.27154,980.0,24.3071879,220790.0,1014900.0,3902.98993,3411.19995,0.0,28292.47,
1964-01-09,3626.97103,990.0,24.3557655,223096.0,1017800.0,3046.58894,3411.30005,0.0,28312.4,
1964-01-10,4387.80749,990.0,24.4528733,224211.0,1023400.0,3909.01971,3411.5,0.0,28352.23,
1964-01-11,4286.01476,990.0,24.5499428,225024.0,1029100.0,3544.30664,3411.69995,0.0,28392.05,
1964-01-12,3294.84759,990.0,24.5985204,226771.0,1031900.0,2395.52042,3411.80005,0.0,28411.98,
1964-01-13,3300.41787,990.0,24.6470124,228429.0,1034800.0,2405.04625,3411.8999,0.0,28431.87,
1964-01-14,3350.85902,990.0,24.69559,230288.0,1037600.0,2642.62515,3412.0,0.0,28451.8,
1964-01-15,2707.54236,990.0,24.69559,233670.0,1037600.0,2058.5242,3412.0,0.0,28451.8,
1964-01-16,3244.50435,990.0,24.7441675,235217.0,1040500.0,2477.35316,3412.1001,0.0,28471.73,
1964-01-17,3142.18296,990.0,24.7926595,236660.0,1043300.0,2718.30429,3412.19995,0.0,28491.62,
1964-01-18,3224.38662,990.0,24.8412371,238167.0,1046200.0,2428.41569,3412.30005,0.0,28511.55,
1964-01-19,3376.6694,990.0,24.8897291,240076.0,1049000.0,2774.51738,3412.3999,0.0,28531.44,
1964-01-20,3555.67308,990.0,24.9383448,242240.0,1051900.0,3006.10084,3412.5,0.0,28551.38,
1964-01-21,4347.26369,990.0,25.0354144,243175.0,1057600.0,3599.17395,3412.69995,0.0,28591.2,
1964-01-22,4567.12929,990.0,25.1324839,244544.0,1063300.0,3700.30665,3412.8999,0.0,28631.02,
1964-01-23,4633.22411,990.0,25.2296391,246045.0,1069000.0,3908.69298,3413.1001,0.0,28670.88,
1964-01-24,4812.67305,1000.0,25.3267087,247782.0,1074800.0,4051.04842,3413.30005,0.0,28710.7,
1964-01-25,4929.18451,1000.0,25.4238164,249850.0,1080500.0,4250.84338,3413.5,0.0,28750.53,
1964-01-26,4714.96261,1000.0,25.5208859,251493.0,1086200.0,3926.34291,3413.69995,0.0,28790.35,
1964-01-27,5283.23187,1000.0,25.6665331,251263.0,1094900.0,4949.23648,3414.0,0.0,28850.1,
1964-01-28,4363.68081,1000.0,25.7636026,252109.0,1100700.0,3678.20724,3414.19995,0.0,28889.92,
1964-01-29,4486.58809,1140.0,25.8606722,253021.0,1106400.0,4120.03778,3414.3999,0.0,28929.74,
1964-01-30,4679.24593,2950.0,25.909288,253525.0,1109300.0,4185.05841,3414.5,0.0,28949.68,
1964-01-31,5218.79959,3970.0,25.9578655,253077.0,1112200.0,4584.43505,3414.6001,0.0,28969.61,
1964-02-01,4393.31644,3970.0,25.635906,253891.0,1112200.0,4080.63329,3414.6001,0.0,28969.61,
1964-02-02,4397.85394,3970.0,25.635906,254714.0,1112200.0,4025.81339,3414.6001,0.0,28969.61,
1964-02-03,4373.48727,3990.0,25.635906,255449.0,1112200.0,3825.65827,3414.6001,0.0,28969.61,
1964-02-04,4348.44977,4030.0,25.635906,256055.0,1112200.0,3784.12857,3414.6001,0.0,28969.61,
1964-02-05,3641.07605,4030.0,25.580591,258159.0,1109300.0,3259.1602,3414.5,0.0,28949.68,
1964-02-06,4384.21771,4030.0,25.580591,258836.0,1109300.0,3648.98451,3414.5,0.0,28949.68,
1964-02-07,4365.56355,4030.0,25.580591,259476.0,1109300.0,3981.37377,3414.5,0.0,28949.68,
1964-02-08,4269.43438,4010.0,25.580591,259965.0,1109300.0,4058.4536,3414.5,0.0,28949.68,
1964-02-09,4320.52188,3990.0,25.580591,260595.0,1109300.0,3858.5215,3414.5,0.0,28949.68,
1964-02-10,3574.32731,3990.0,25.525231,262645.0,1106400.0,3089.30247,3414.3999,0.0,28929.74,
1964-02-11,4301.83981,3990.0,25.525231,263238.0,1106400.0,3568.54901,3414.3999,0.0,28929.74,
1964-02-12,4306.37731,3990.0,25.525231,263840.0,1106400.0,3923.14126,3414.3999,0.0,28929.74,
1964-02-13,4399.64814,3990.0,25.525231,264627.0,1106400.0,3778.39102,3414.3999,0.0,28929.74,
1964-02-14,4375.95231,3990.0,25.525231,265367.0,1106400.0,4096.61669,3414.3999,0.0,28929.74,
1964-02-15,4531.23564,3990.0,25.525231,266415.0,1106400.0,3949.81668,3414.3999,0.0,28929.74,
1964-02-16,4445.02314,3990.0,25.525231,267292.0,1106400.0,4084.68467,3414.3999,0.0,28929.74,
1964-02-17,5241.63438,3990.0,25.580591,266848.0,1109300.0,4610.11241,3414.5,0.0,28949.68,
1964-02-18,4454.12605,3990.0,25.580591,267743.0,1109300.0,3697.70314,3414.5,0.0,28949.68,
1964-02-19,4654.61772,4010.0,25.580591,268996.0,1109300.0,4496.85416,3414.5,0.0,28949.68,
1964-02-20,4641.00522,4010.0,25.580591,270222.0,1109300.0,4130.87086,3414.5,0.0,28949.68,
1964-02-21,4666.71772,4010.0,25.580591,271500.0,1109300.0,4234.10032,3414.5,0.0,28949.68,
1964-02-22,4628.90522,4010.0,25.580591,272701.0,1109300.0,4028.86234,3414.5,0.0,28949.68,
1964-02-23,4554.79272,4010.0,25.580591,273757.0,1109300.0,4037.45016,3414.5,0.0,28949.68,
